nes_SW2	fdr_SW2	nes_SW3	fdr_SW3	nes_SW4	fdr_SW4	nes_SW5	fdr_SW5	nes_SW6	fdr_SW6	nes_SW7	fdr_SW7	nes_SW8	fdr_SW8	nes_SW9	fdr_SW9	nes_SW10	fdr_SW10	nes_SW11	fdr_SW11	nes_SW12	fdr_SW12	nes_SW13	fdr_SW13
HBP1	2.06006203652616	0.0909969303902271	1.46295918899714	0.517867878505762	0.539009649558525	0.796205789765583	0.832675737626806	0.728901035961685	-0.653852582414051	0.779939259974542	-0.495626406130032	0.825733624553008	0.750464580760427	0.692285711383448	1.11073144781321	0.690666184393116	2.20707349358007	0.185540051031159	0.895531459681444	0.992648160101677	1.37709508760018	0.341631425869295	0.390663324473124	0.788169861620748
HCFC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HDAC1	-2.48056322325848	0.03607312468396	0.863489258612392	0.772393351181689	-1.45550673267221	0.460509662972867	-0.457774442184145	0.835001854971834	1.95316310268391	0.265719611447816	-2.56791639710334	0.0909001241263734	-0.172397874630811	0.93606486208731	-1.36027750115524	0.552780619178625	-0.510491607384615	0.922583902502681	-0.0194082828980229	0.99530981670994	-2.4772638410695	0.0599666904549375	-1.48291013901049	0.284827717494651
HDAC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HDAC4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HDAC5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HDAC7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HDAC9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HDGF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HELT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HES1	1.99554828441098	0.103127176831577	0.609756558638113	0.814614246381616	0.616029160637958	0.77173408881355	2.88817092336743	0.0526529507989729	0.776206779802889	0.777629344142743	-1.5989727283974	0.374954269791291	1.3047803397786	0.445211333290463	-1.55110088411031	0.552780619178625	0.646879953379856	0.899502911664372	-0.434895468504456	0.992648160101677	0.44893824073245	0.798693144386498	1.033530829383	0.458015251166713
HES3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HES4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HES5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HES6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HES7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HESX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEY1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEY2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEYL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HHEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIF1A	5.13944382725392	3.53626156594929e-06	-0.143347646378542	0.956400047030013	1.11039377077996	0.56555001065032	1.66964389577449	0.332061729196109	3.0369533412379	0.0324734969335621	-0.383635270290386	0.880372128178672	1.84487778196184	0.261191001125994	-0.497646783819647	0.90337590385945	-0.0163224258267311	0.997263408608624	-1.49468236439989	0.992648160101677	2.86333236262233	0.026899345314032	1.21159580168297	0.378340578726066
HIF3A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HINFP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIPK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIRA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIVEP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIVEP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HIVEP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HLF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HLX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMBOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMG20B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMGA1	3.7499686423274	0.000972711766739607	0.834324163116093	0.772872129719347	2.37908813557458	0.189308191274867	1.62132280759795	0.341451921518123	-0.25220848650549	0.929664629342277	0.0799336377619391	0.967203819291187	3.20696530375858	0.0192617000665584	-0.928997322361475	0.769034900885046	1.69400014614466	0.421860509273787	-0.298574817174487	0.992648160101677	0.904174524460259	0.567762757271514	3.72994515986426	0.00232849764417023
HMGA2	0.148750780488596	0.929686212200315	-1.22374573828748	0.620018202790083	1.22479345242628	0.533455598252505	0.634727305831997	0.795886790722741	0.994067591295095	0.684850752201031	-0.0497410070500418	0.968715928886137	1.46324647478162	0.378325840941848	-0.666339210482369	0.864772128199673	0.755860496247686	0.875174267703647	-1.6489823296699	0.992648160101677	0.641279900613909	0.700172879761324	-0.545520031973573	0.693468997532879
HMGB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMGB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMGXB4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF1A	-0.680536249972136	0.609649519547449	-3.32582211157858	0.0488175212451238	0.390922373592943	0.873600088039692	-5.22393529790598	4.04619613669532e-05	-0.356879179961875	0.885307960536269	2.578113391201	0.0909001241263734	-2.30010866619668	0.11454286212779	2.34161174708865	0.277209775337677	0.753568901152269	0.875174267703647	-5.61493071601699	4.54240757401898e-06	3.0295740996697	0.0184093685881894	-3.67375997956336	0.00276053382110902
HNF1B	1.81090666009708	0.147703130354805	-0.763711802320761	0.789381878983027	0.986300813761726	0.616717724925519	-1.88867282057022	0.304961166042871	1.171403540499	0.576715368429739	-0.511617824762138	0.824812742223838	-0.473516528595717	0.847024121108418	1.51737832964881	0.552780619178625	-1.5719583373663	0.496052025410206	-0.865677626009106	0.992648160101677	1.83847732736053	0.183664759615549	1.16980767469285	0.393803552823584
HNF4A	1.30936730579349	0.316359269292717	-2.85648322478234	0.109946410840631	-0.0563539140813991	0.966921618281892	-3.26239347531455	0.0231998937579185	0.45356107081025	0.877370148383643	1.76429553438084	0.320439221136101	0.666966283069899	0.724269179396492	1.34017341088486	0.552780619178625	-2.40835656316369	0.132202305013628	-1.96054124387621	0.992648160101677	3.81113651202701	0.00213027193358099	-2.04623684788835	0.123807105377634
HNF4G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOPX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA10	0.924704218560761	0.491213594087354	0.322812321584114	0.927523844038163	1.71754376533703	0.325217194008997	-0.922943084001328	0.679706745403455	-0.821495220726497	0.760201125276806	0.663718853797471	0.765274721436376	0.496838743312075	0.840995349205024	-1.60044382090658	0.534461095337403	-0.726383214112992	0.875174267703647	-0.236227135792072	0.992648160101677	-1.64766596323019	0.241750584952972	0.887243003396737	0.524927318270384
HOXA11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXD9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HR	3.82284346123046	0.000761846865323505	0.753684167459356	0.789381878983027	1.30750022360213	0.511175798181066	0.554474888218275	0.818439854369107	0.170915682809103	0.960466845785038	0.75346246886928	0.728816398613152	0.23923768286169	0.900590464652407	1.33466816993578	0.552780619178625	0.962792078320481	0.812330433651024	-1.24882029261361	0.992648160101677	2.50511471401385	0.0589106230740449	1.92321003520347	0.150575958297825
HSF1	1.71555591277056	0.171743229878944	0.838736236238483	0.772872129719347	-0.552945595282847	0.796205789765583	0.508789634286818	0.826520870454422	-0.769417194865894	0.778082485328814	0.827643904597179	0.703122964954464	-0.0347327869949563	0.9807844567697	1.72915058158151	0.512657258419868	1.3316390164031	0.640425931312974	-0.274321514879393	0.992648160101677	2.94411885231419	0.0220044891345802	0.446650875820319	0.760474236199211
HSF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HSF4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HTATIP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ID1	2.49938340565587	0.035047103143925	-0.944859229978545	0.723934571367947	-0.509082552361174	0.803993786333201	1.5370088273049	0.368093014438161	0.0709096598598261	0.978269058440065	0.992063356517355	0.617765707127585	1.05871898914094	0.535416932187281	-2.0897223325195	0.397063822058166	0.940514705830586	0.812330433651024	0.385147362345992	0.992648160101677	0.981154998109606	0.550549402548956	1.12560717618807	0.41761564273293
ID2	0.829597241789955	0.533881079501093	0.507997255303264	0.854229267610745	-1.24624311299106	0.522637882203102	-0.0327471157180269	0.986690412309736	0.689540924243806	0.778082485328814	0.132309005600336	0.958589633909085	1.68431330564032	0.295381955007551	-1.18467182819688	0.662154305425675	0.543837845462368	0.922505310961374	-0.693369531983304	0.992648160101677	-0.90369469909037	0.567762757271514	0.934246841987658	0.512405995651725
ID3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ID4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IKZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IKZF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IKZF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IKZF4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IKZF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ING4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
INSM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF1	4.58709598992123	4.15295554183345e-05	3.22312827546337	0.0488175212451238	0.547561557213113	0.796205789765583	1.85928789825605	0.304961166042871	-2.52612999888755	0.115828218400204	2.33006656928711	0.144936127831381	3.11236362577798	0.0238181200589065	-2.68708408310249	0.185002268239062	2.71765803464303	0.0979885813270646	1.67590666474544	0.992648160101677	1.4634900631353	0.315333327517134	4.65190316595616	5.84404269331812e-05
IRF2	2.50878380646834	0.034550171410339	2.24240689432906	0.250435000527124	0.608395842417598	0.773049143257925	0.451078197498889	0.835001854971834	-2.72324957693089	0.0711075231631354	2.6947567547725	0.0856402508328951	0.487088421533172	0.840995349205024	-3.18781172498004	0.0662294763737797	3.01641230749612	0.0537148902586956	0.467116113851171	0.992648160101677	0.815806923150722	0.606171154178054	2.08306086331519	0.116266907976301
IRF2BPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF3	2.65334106572966	0.0241938888279968	1.16064414554605	0.623919944673733	-0.703709127632906	0.746663214466249	0.313148760836649	0.884328558193862	-1.76570063549968	0.325273561714081	2.80249317265217	0.0689049760250258	-0.191716078560131	0.923961439063423	-1.94649523876053	0.441426278602858	2.52942355539526	0.119962562128475	0.326361709393038	0.992648160101677	1.67209511704784	0.232295497121514	2.96483220453358	0.0162692797255953
IRF4	3.59407461048491	0.00163480983451247	2.71717192198496	0.126746613030754	1.91084959454815	0.244001063339542	1.03426464379803	0.627734173979757	-2.17649302498558	0.192832177143476	1.79418088072046	0.311355073008367	2.61727299000744	0.0620447961672062	-2.05037443916248	0.397063822058166	1.91507252551193	0.312600778600295	0.539179980212168	0.992648160101677	0.629556111865054	0.702273250362674	3.45480099695792	0.00530047914542414
IRF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF8	2.69631679602854	0.021594173390002	0.715098221069424	0.794071336434877	2.44474113260572	0.189308191274867	1.0334428900272	0.627734173979757	1.05619197098849	0.646090381830058	-0.782664008214707	0.726184393751307	2.60311656972366	0.0627644239361187	-1.74469595129721	0.512657258419868	2.60485876267902	0.111745811498106	-0.731590247377807	0.992648160101677	2.22942414323208	0.0978254396270095	3.23474703069735	0.0104164358306729
IRF9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ISL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ISL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ISX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JARID2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JAZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JDP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JUN	8.93033768952944	2.45270235410597e-17	1.88302085918921	0.403966369442563	2.17770570713697	0.189308191274867	2.12287902725995	0.236347932342414	0.682151118779735	0.778082485328814	1.83877261517914	0.300388122804668	3.30812084615668	0.016689620386371	-0.034902836775088	0.984948760923242	2.73938443723155	0.0979885813270646	-1.04488225075792	0.992648160101677	6.04453742437076	1.7306435888345e-07	5.3005700456481	3.33337803903618e-06
JUNB	2.75180369565091	0.0187546801124532	0.621192320259814	0.814614246381616	1.34761180579587	0.494794406055913	0.105013556709417	0.957829533470481	1.82601913642878	0.311617127869001	-1.08273867123676	0.585741311455712	-0.366645862144569	0.863387527770729	-0.0669353926461067	0.983349726497607	2.07620466712965	0.236462999023995	0.0489730858350525	0.99530981670994	0.701345351276267	0.676322524834454	0.903842511040486	0.518798955238446
JUND	4.59928522358461	4.08045151586896e-05	-0.349423639789882	0.91999376729026	-0.115184477395208	0.946393014964246	-0.405048542032304	0.843456954337646	-0.144846755592937	0.960466845785038	1.04374118214476	0.590653360835909	2.18157643081041	0.134630532659233	-0.466435319549694	0.90337590385945	1.33372406805938	0.640425931312974	-2.5742480420966	0.773528332884143	1.67701667479252	0.232295497121514	1.06556259774292	0.444359373904759
KAT2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KAT2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KAT5	0.0818165899200371	0.951264679110614	-1.12232130853059	0.643177353052068	0.958654187452895	0.626538442050719	0.783471817536192	0.752660694834593	-1.37677952862101	0.475605808900198	1.96500744271729	0.253655330784179	0.3320550005626	0.872292596300198	-0.199631802667703	0.944010067247366	0.729209524613425	0.875174267703647	-0.473419711764683	0.992648160101677	2.48523195120616	0.0598137757466297	-0.614152475250155	0.648622222800177
KAT6A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KAT6B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KAT7	1.71691730802939	0.171743229878944	0.617969202215052	0.814614246381616	2.09334196780442	0.202003588892636	-0.462337396384962	0.835001854971834	-0.52772334876989	0.83910084343845	1.35851637155842	0.452083948804829	1.67800658952316	0.295381955007551	-0.266925653947008	0.923404211885298	0.683701123659619	0.891811438167183	-0.0433111627887236	0.99530981670994	2.41033062928447	0.0690454579702275	0.662768569605597	0.626885559528376
KAT8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNIP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM3B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM5A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM5B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM5C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM5D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF2	0.916670710012088	0.494058426006888	-0.191646686695505	0.955329771898379	-0.120923143890008	0.946393014964246	1.83859231660807	0.304961166042871	-0.278832768756757	0.915056859082297	-0.317293923974077	0.90700853736118	1.84128076826907	0.261191001125994	0.275590967965957	0.923404211885298	-0.00327632806750688	0.997385873095627	0.104236633528727	0.99530981670994	-0.898561641581836	0.567762757271514	0.978357498012798	0.488673109977604
KLF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF4	1.05347778589098	0.429810179617069	-1.57395534993969	0.493308383632716	1.3099839992752	0.511175798181066	1.74056747330231	0.304961166042871	2.08627174167098	0.218881472734587	-1.59116752238699	0.374954269791291	1.53762971106545	0.362354728501788	0.184631376354178	0.944010067247366	-0.947438648371196	0.812330433651024	1.05270469583221	0.992648160101677	0.925796083191147	0.567762757271514	1.71653256935168	0.207092973018883
KLF5	3.99916920046481	0.000419530489767568	-0.936639800217781	0.726180490220488	2.98021634786044	0.0698271006144617	0.0413659138229794	0.984043907700491	-2.17557322536569	0.192832177143476	3.03612874135546	0.0395401083403503	0.603716577665139	0.764444926835512	0.759222608644051	0.837504253705562	0.46070695107696	0.925447505237747	-1.32449303924159	0.992648160101677	2.6035403700788	0.0484398603737349	0.677061092816395	0.624568481019461
KLF6	1.13446443695485	0.39516366600998	-0.442557713969151	0.888992931325308	-1.39155167780662	0.481069153621051	1.40122176720093	0.443156359435801	2.41589256252067	0.13945907211974	-1.13779710044634	0.561451475229364	1.78838243050112	0.266270937522052	-0.0385884531578335	0.984948760923242	0.337634981934112	0.938853270530745	0.0759396407120711	0.99530981670994	-0.503777054215181	0.7755768876339	0.434560518318733	0.766783084297918
KLF7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KMT2A	1.10231085982409	0.408140084837832	1.55649718643845	0.493308383632716	0.186644922234988	0.92957292113974	-1.12614963887807	0.570364789544773	0.165754676620907	0.960466845785038	0.676341016756555	0.765274721436376	0.439587778453926	0.855876852159025	-0.642789468239195	0.864772128199673	0.360183015943685	0.93475641062523	2.32200920745946	0.778948934349305	2.24509068095893	0.0969507459672649	0.101672156476369	0.939349135882788
KMT2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KMT2C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KMT2D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KMT2E	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
L3MBTL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LBX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LCOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LDB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LEF1	0.871408997300563	0.512113480334609	-2.07664934567926	0.301366861192968	1.25243872927025	0.522631393039703	1.33054192131237	0.46540098942901	-0.242852163262911	0.933378512746543	0.57637811906822	0.794921187400606	1.23778426837521	0.46019258564584	-0.411944071124221	0.919859290837767	0.179666518624212	0.980508523582367	-0.778986099634118	0.992648160101677	1.33014455544488	0.356148904617382	2.13579717002433	0.104902296295608
LHX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LHX8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
