logfc_SW2	fdr_SW2	logfc_SW3	fdr_SW3	logfc_SW4	fdr_SW4	logfc_SW5	fdr_SW5	logfc_SW6	fdr_SW6	logfc_SW7	fdr_SW7	logfc_SW8	fdr_SW8	logfc_SW9	fdr_SW9	logfc_SW10	fdr_SW10	logfc_SW11	fdr_SW11	logfc_SW12	fdr_SW12	logfc_SW13	fdr_SW13
PDE5A	-0.0518752294712282	0.874030792543126	-0.179283244429223	0.59464154114249	0.12156238708393	0.868365998541417	-0.119871615241901	0.956287217611994	0.101536383137485	0.74185681273972	-0.0235895569203644	0.94572283809768	-0.129627911681785	0.658836404239873	0.0703225372490673	0.999825254749618	0.0213324866421412	0.999550711701349	0	1	-0.192649263774009	0.571365151729253	0.130511469281488	0.755045137613035
PDE6A	-0.101521384626337	0.598047460219468	-0.144905136007523	0.641255499715672	0.208321363225856	0.56677066113786	0.0131473049274342	0.997206629392131	-0.0805817221375544	0.786583517542256	-0.153247040489089	0.462099602019859	0.0704357609587689	0.9187749485834	0.223043684819644	0.999825254749618	-0.00721796838312721	0.999550711701349	0	1	-0.244888655050816	0.535348151004156	-0.0414783651373978	0.975635802197543
PDE6D	0.0429865947075262	0.883952685871596	0.21806354036315	0.359158105775691	0.0256594286082379	0.964445918514487	-0.0569875514972231	0.987315708519285	-0.0618137650154429	0.855068906325309	0.077850528184428	0.790742413332931	0.0227984418151509	0.980972745076736	-0.0752022899663111	0.999825254749618	-0.0246612104665485	0.999550711701349	0	1	0.196423220332494	0.62087870661984	0.26511145617131	0.507966541538497
PDE8A	-0.0210144853351597	0.936431598346781	-0.102802889911095	0.670073295018867	0.0354576291768672	0.939567812135231	-0.0202101051141175	0.995630381351448	-0.123115357271866	0.421421404755997	0.0553236556238219	0.781776114750836	-0.174172187703624	0.0876079457817113	-0.0209152107316928	0.999825254749618	0.125260998198844	0.979721480014712	0	1	-0.136750531393695	0.49639125916469	-0.0970939298164984	0.667897878396164
PDF	0.0499301653900952	0.928849854359424	-0.048045339419742	0.967536635036149	0.0873180093118673	0.926366733005465	0.254168457108756	0.969963133436422	-0.118178463608398	0.859278794379802	0.197898180731077	0.603630819023409	-0.0949913221306527	0.888160781985818	0.285218202639876	0.999825254749618	-0.417763480448886	0.999550711701349	0	1	0.115039943123124	0.840213013416766	-0.019400307385234	0.986888969609966
PDGFA	0.312554118882438	0.48952268869374	0.229117129772042	0.807255980128776	0.348692589868276	0.729515154406731	-0.225112123435463	0.957126955185736	-0.0179546474998533	0.983059336760777	0.0518851379933898	0.919962162130976	0.100235427680285	0.915922780032976	0.143442467197021	0.999825254749618	0.55438250908544	0.995569248581195	0	1	-0.131715725545769	0.903480734730515	0.136666216673449	0.826365354926609
PDGFD	0.445104416507179	0.475929291239489	-0.267180219629628	0.809750107373883	0.589880681027642	0.559306655356523	0.311550359827083	0.956525482859859	0.63917902691215	0.163216373151904	-0.783680380396442	0.0564063834610691	0.144370853614595	0.916089956431476	0.0613241680324878	0.999825254749618	-0.535294776379318	0.735962181041618	0	1	-0.0722404359642663	0.955276731635054	1.15215582259507	0.0408789510016255
PDGFRA	0.189052228478646	0.227663877695408	-0.118758391595115	0.746262026683491	0.223371185538907	0.247314914142274	0.168826883598336	0.783751199270779	0.139797637527724	0.329163370392404	-0.0942420257523006	0.755188520258991	0.013450992330482	0.987566884528296	-0.0449612750001183	0.999825254749618	-0.111989762688468	0.999550711701349	0	1	0.0568063275282044	0.952022985751927	0.73061480781013	0.00690488354753153
PDGFRB	0.321623153490168	0.355104393257176	0.0287160705690912	0.976825803580616	0.0799345508811527	0.949546077374126	0.255695297230953	0.923149165431192	0.00391432367179685	0.997221437711894	-0.145914052386245	0.808442585019679	0.398632304614475	0.479089854467319	-0.343881511280351	0.93620455685121	-0.122076859883788	0.999550711701349	0	1	0.123978025580772	0.870378081984668	0.553320814717068	0.0846872237244805
PDIA3	0.0635636327037755	0.777272317958444	0.0811188677269665	0.785897020914804	-0.0576911602823689	0.887497815565457	-0.0765637417829359	0.970268115550373	-0.0505989604867384	0.88500886203094	0.159865841526725	0.478971180931764	-0.148499464631951	0.685241345657291	-0.140811998988914	0.999825254749618	0.207047774679923	0.979721480014712	-0.0741884148659845	0.960710587978592	-0.0120057322907924	0.976154828170302	0.0402210074055039	0.918682557635096
PDIA6	0.108110325940082	0.573262259735858	0.120760939743165	0.680049478872638	-0.0491482639224327	0.928768345370299	-0.0910918591342094	0.974123645250939	-0.043810774084063	0.92970229616307	0.0923776689387867	0.805909127411468	-0.0669783337436958	0.884330000373027	-0.00509264542664181	0.999825254749618	0.106189450597436	0.999550711701349	-0.00159640448285443	0.99516159990807	-0.0405482298875409	0.921501029410481	-0.0410390232539623	0.927571848484315
PDK2	0.00702822015854624	0.990012183080016	-0.420770894305405	0.0481614977233001	0.0836695553813497	0.890950441029044	0.0459722220421465	0.994292658688173	-0.0858812331302092	0.828669094199802	0.0549512674574942	0.891806442571192	-0.120921409835977	0.801227650515113	0.00663230198498718	0.999825254749618	-0.00754348015813292	0.999550711701349	0	1	0.045318185251083	0.936174698964856	-0.197353049929022	0.597862891544537
PDLIM3	0.381380877252573	0.365493007499436	-0.20965676144477	0.8427787654696	0.485453200139836	0.465153585924578	-0.240504437495574	0.936303921245792	1.4573513469568	0.349401958980883	-2.268472336829	0.114799748383769	0.578982095334431	0.344339333011969	-0.856536315496522	0.346249590237856	0.309255714922893	0.999550711701349	0	1	-0.14039534464669	0.862770308935468	0.546145240823792	0.18137394633571
PDP1	0.316483024589934	0.103314326317962	0.058783714811557	0.941989453068441	-0.0153811372934524	0.988173829855574	0.410713962433336	0.877708399888128	0.412843167891562	0.388291214206968	-0.525133324752436	0.208079132082626	0.0275471571015818	0.982138842936612	-0.086710843364405	0.999825254749618	0.177657706130133	0.999550711701349	0	1	0.118314646036031	0.812871210079122	0.364290208501251	0.174261764397604
PDPK1	-0.0101212613344772	0.975969874150108	0.00305400168967704	0.997134628681459	0.189533447158559	0.48827605053307	0.0293427489867318	0.99692915076141	0.0756740110950917	0.85028743235169	-0.0863273296015818	0.817670882126399	0.0436992622931355	0.94343291314751	-0.0647212415419691	0.999825254749618	0.0478260635456375	0.999550711701349	0	1	-0.0802841546620096	0.823028992628176	-0.186256786245403	0.550120885563726
PDPR	-0.189691952338756	0.606398550504643	-0.175043628433926	0.779765324959811	0.249412528640152	0.750251731692617	-0.0566525995587528	0.994388711701056	0.086778891831067	0.910632232243472	-0.24759680641181	0.601822130695341	-0.197533090310631	0.772303580129479	-0.0419207142387647	0.999825254749618	0.389907878973123	0.775595289754245	0	1	-0.281147467770683	0.436950810861917	-0.0441613089893434	0.957412020584456
PDRG1	0.0910702225169413	0.843663936344756	0.0131930782325611	0.992828588056762	0.217521082916198	0.706746226724105	-0.0593526499428073	0.993540231376518	0.149261925308868	0.667846357722442	-0.0702902918154261	0.88211575897561	-0.0053832560149649	0.997429337499419	0.0785376740496747	0.999825254749618	0.016480457909468	0.999550711701349	0	1	0.270375887886891	0.423765922226412	0.0390002970464691	0.96742205615135
PDS5A	-0.0399334675041454	0.812097298795011	-0.0299024458621966	0.937249057309963	-0.1570930569889	0.482317203223534	-0.0300818588905059	0.987315708519285	-0.0130436789606969	0.953124463616315	0.0576279991289099	0.647656802384181	-0.029147615702139	0.930584393094937	0.0483788442582136	0.999825254749618	0.0317790852092993	0.999550711701349	-0.101120359569724	0.922072478861553	-0.0590949708211239	0.779371946813883	-0.086190008020803	0.689743800490137
PDS5B	-0.0406526354178723	0.89965799567798	-0.0299051016036988	0.961400619629832	0.163923158619074	0.663817427520797	-0.0633766463633058	0.977093412339281	-0.0666591943374685	0.744295805243148	-0.0637703341997113	0.754598917747994	-0.0666165796234076	0.87681852465539	0.000160266144982581	0.999825254749618	-0.0191232180963427	0.999550711701349	0	1	-0.0269237394038925	0.933249689159146	-0.0623474062284021	0.74596570593326
PDXDC1	-0.00754335877619115	0.984947759778526	0.031795649743398	0.952154271728829	0.0251055723591463	0.962655915292894	-0.0617707670765785	0.94276126835775	0.0362032173851497	0.876365239445749	-0.111332422870107	0.318261589647919	-0.0659073046115763	0.717538897091273	-0.0424358266165381	0.999825254749618	-0.0515805422027676	0.999550711701349	0.10085953674245	0.904114729403565	-0.100287986892623	0.730932149732012	-0.255483405852747	0.15163117460953
PDXP	0.0199949154543657	0.971458396846654	0.187742953362222	0.755309272677836	-0.151892089156283	0.791667816109609	0.0413645309167047	0.997206629392131	0.0540304134426055	0.933489303715899	-0.101425070204356	0.832635700301525	0.137128814484294	0.832124817133459	0.196651390221317	0.999825254749618	-0.199626621381508	0.999550711701349	0	1	0.239833179644819	0.704000759916399	-0.21657688082223	0.797439933498208
PDZD11	0.116477960170178	0.574335522723239	0.0268495003999628	0.961396215885122	-0.029226714522008	0.966836494590444	-0.0198690774223591	0.997206629392131	-0.125221925007997	0.630050965099244	0.284216280509875	0.0998765732623936	-0.0635426692497235	0.91251874458347	-0.234950582696365	0.93620455685121	0.00367204448527337	0.999681470292784	0	1	0.289490071044097	0.283545920150132	0.15500765031556	0.759868409352405
PDZD7	0.0685022478544548	0.790094737186247	-0.0930176621609882	0.853835431239955	0.0299001676732343	0.962189208123339	-0.0239481654872571	0.997206629392131	-0.0726993292341873	0.784307134148944	-0.171471682776576	0.582998964843315	-0.0676706567276798	0.959082695195466	0.148608386742027	0.999825254749618	0.0381327598790769	0.999550711701349	0	1	-0.289529652676925	0.401648188525511	-0.105105668091819	0.919490364636972
PDZD9	-0.296727036597903	0.15082985598638	0	1	0.113441431447441	0.877565440826371	-0.0276204681818655	0.997206629392131	-0.0292424905742242	0.965481047813557	-0.0633532073688288	0.911929919745997	0.142549909872797	0.852889376123362	0.264654802726545	0.999825254749618	-0.220178293207448	0.999550711701349	0	1	-0.450671872018989	0.292677794433684	-0.0635791490530113	0.952626017227534
PDZK1IP1	0	1	0	1	0	1	-0.111561002500786	0.997206629392131	1.07882189449431	0.296551979155376	-1.09556017540353	0.266139640255274	-0.09373503303836	0.982057603421087	0	1	-0.601901605594193	0.999550711701349	0	1	0.655652882618343	0.721555779757253	1.21080276387344	0.200447439468752
PDZRN3	0.255499908039393	0.707010959885917	0	1	0.720890892553606	0.410959938031202	0.512106156430938	0.916879001527975	0.732964232702625	0.253159040488736	-1.09034300054686	0.0572166808417707	0.246030294907363	0.819598318245128	0.48475676769757	0.93620455685121	-0.0199776342464217	0.999550711701349	0	1	-0.400367704132495	0.619172365152745	0.747647780813726	0.0748347077015685
PEA15	0.201504771707154	0.0479528106912099	0.136332281597178	0.514606022640371	-0.0331390154709752	0.93809178908453	0.0482413484540314	0.987315708519285	0.0754402316703823	0.761088482042602	0.0186778857864806	0.95681257335308	0.0456375520941265	0.929279426268547	0.01897059637261	0.999825254749618	0.202980420310458	0.979721480014712	0	1	-0.00698129518376167	0.987071176909129	0.380965161511811	0.042223364181073
PEBP1	0.0267206014227677	0.89471343266732	-0.0311964792506752	0.911042222489736	-0.234991342170779	0.451073546585951	-0.00590736275761048	0.998761269504433	-0.025730515925537	0.951316659617403	0.118647965362689	0.616169581278473	-0.197156092175192	0.507653109439263	0.105951622671038	0.999825254749618	0.0349400002663368	0.999550711701349	-0.148278203932365	0.904114729403565	0.174486480422972	0.515982275123198	-0.207710327892129	0.46157339638371
PECAM1	0.226365665521729	0.171146704908028	0.0575518469549894	0.929800680315627	-0.0642232158934693	0.895433894576111	0.330566171747137	0.145403707913742	0.129665187614839	0.367674097382734	-0.04800210904444	0.853901954066165	0.2423125861006	0.273793975301684	-0.20952413723488	0.924503588141261	0.191095798725565	0.992165253684006	0	1	0.0503167184622781	0.917467645554129	0.392837424829032	0.0443225603890133
PECR	-0.0784474291917522	0.701233348353155	0.0171135811981897	0.971472729256661	-0.231654557302731	0.213189662331611	-0.14026796628383	0.868807373279245	-0.0496554832941391	0.889770650410914	0.177848843120903	0.363394618628045	-0.104897026516404	0.709572867121821	-0.104947325854026	0.984922080933408	0.019764097077993	0.999550711701349	-0.0920935667783997	0.931227567872129	-0.0293609252925182	0.928175242991902	-0.162743739489452	0.471489971403551
PEF1	0.0228348476144744	0.919292724286076	0.0848753407109122	0.721892326110004	-0.142408460640125	0.544515463481964	0.0636460948548051	0.975213427203528	-0.0340513355156741	0.912398732270846	0.0960269121976791	0.706842332103092	0.0678665191214968	0.878413564933218	-0.0240253105034605	0.999825254749618	-0.143856393541064	0.999550711701349	0	1	0.0892792337419348	0.789096861048721	-0.0744841252733801	0.888883158805253
PEMT	-0.045876336485337	0.901105229402441	0.156627055261591	0.709528571265639	-0.358587719971092	0.335181585935344	0.130253899835577	0.947242309980791	-0.10381834717234	0.800247363293466	0.11306318379647	0.755457287475861	-0.202834536770606	0.662878396582055	-0.228414674580983	0.982222776631985	0.184730178375303	0.999550711701349	0	1	0.0921145998690783	0.873817404722325	-0.216004963755176	0.760936416794803
PER1	-0.0612233464294656	0.894348676004935	-0.154807971558252	0.739317488358656	-0.464146141319603	0.568170238501325	-0.150691016914469	0.982995898930407	0.14909846798375	0.836963873275776	0.160808164260318	0.801122011658983	0.107824673312062	0.930597037983469	-0.38198110056876	0.935104182033254	-0.27899504050345	0.999550711701349	0	1	0.0825663468225903	0.933543748360607	-0.0443276361016819	0.973201422694711
PER2	-0.0463303152212156	0.922039775758991	-0.143296828815376	0.78974271248764	-0.054967756577023	0.927513519469365	-0.0568793669158964	0.994292658688173	-0.0892712545823466	0.857297447353005	0.12755396968189	0.749038709719177	0.332613712277522	0.501511983079782	-0.242271936086905	0.999825254749618	-0.232270368102727	0.999550711701349	0	1	-0.161198696130858	0.723294551768712	-0.439527909540809	0.0864951743421225
PERM1	0	1	0	1	0	1	-0.29541331643014	0.997039118448182	1.63622423314113	0.700040329625493	-4.62788004889444	0.133579591690717	0	1	0	1	0	1	0	1	0	1	0	1
PERP	0.139070487910223	0.595687005159712	-0.0683333688219885	0.917714696405122	0.0731873355134997	0.885729116502661	-0.115313162002192	0.94648913111157	0.142796531156964	0.670788120747154	0.177081019334747	0.664337973515927	-0.139206360888258	0.846148655709665	0.194788548559242	0.999825254749618	0.0392361706817441	0.999550711701349	0	1	0.207512026142065	0.540185590595523	0.0478241592037438	0.929990972839285
PET100	-0.00503188631716149	0.990312312102808	-0.0272085638640221	0.971472729256661	-0.163028875755712	0.776875000217059	-0.0289101066754234	0.997206629392131	0.0841759910364489	0.859050376385957	0.0526651325180007	0.906480461324166	0.0391779164591341	0.96508068541955	-0.133205258239143	0.999825254749618	0.0810592993710832	0.999550711701349	0	1	0.177541781934936	0.747503602336484	0.219397180602035	0.806009576399565
PEX1	-0.0499183880595477	0.736284156531847	-0.0292430456750946	0.939191371727555	0.125985570965754	0.618656919629153	0.00319374655203249	0.998761269504433	-0.0765472106738884	0.640751080704862	0.069668505818743	0.672949278222273	-0.054440897385187	0.861328828468143	0.146603025807551	0.878776228187122	-0.0496457382990086	0.999550711701349	0	1	-0.0812766056206554	0.77596333584567	-0.0966981388307156	0.798780617534152
PEX11G	-0.0929621465270665	0.755749746486172	-0.0471030506421782	0.950657560340539	-0.0996584401227428	0.887102430166222	0.10370414207315	0.97945741857951	0.00372890862170054	0.995267389315874	-0.098402234141824	0.764126367760258	0.180945785296833	0.689319768519637	0.169349515801256	0.999825254749618	-0.0776845501761019	0.999550711701349	0	1	0.206146070729281	0.693300782226888	-0.01869555908989	0.990465344458474
PEX14	-0.0405429706607073	0.904600041700539	-0.0872714304033728	0.844485996217924	0.0189879080173813	0.982422433453394	-0.00728682057764682	0.998761269504433	-0.075759177005485	0.859278794379802	-0.0588620683123457	0.86152499216493	0.00579582921343035	0.994011934471084	0.0306050174093783	0.999825254749618	-0.0526842045203756	0.999550711701349	0	1	-0.0851937330156762	0.822067163664579	-0.181229051145693	0.410831533487584
PEX19	-0.0671884158348091	0.710144388363676	-0.0505796144661009	0.874349109338549	-0.164894338499508	0.600029141669092	-0.00747275924728192	0.997631260808878	-0.070050552158309	0.714229706679284	0.129195547454671	0.3746284123366	-0.0817493004559133	0.783834361683903	-0.00274445682833173	0.999825254749618	0.0442350806261368	0.999550711701349	0	1	-0.0114470273509451	0.977244621478635	-0.112649695601145	0.717940969862292
PEX7	-0.0471214263774737	0.904240298694255	0.024096622490582	0.970909978262335	-0.101126043134605	0.893474460561266	0.0979214176370833	0.97945741857951	-0.0806588491367672	0.842115930723648	0.162578679689637	0.615341420949849	-0.143277157408277	0.817509873718553	-0.0059353489688993	0.999825254749618	0.194942704065492	0.999550711701349	0	1	0.151160494461233	0.707100657269893	-0.0649241236215173	0.922784670327947
PFAS	0.0555464989606366	0.809068283726529	-0.106804363403352	0.752318872374181	-0.123058245323554	0.681080845347386	-0.0039099818614217	0.999035614960049	-0.0833984597954459	0.771923640949644	0.141393323635755	0.66711950200361	-0.0863525441087325	0.914602613375377	0.129728123399487	0.999825254749618	-0.114906287208418	0.999550711701349	0	1	-0.0113043366990198	0.981903997342226	-0.179208192127609	0.519273450781756
PFDN1	0.0739943424809943	0.762771356328395	-0.106142503894616	0.781533079419231	0.156199268725928	0.626888158310217	0.267747590635539	0.765949337949248	0.0934885266286791	0.805647777605431	-0.140903375829295	0.595576521944012	-0.11048041293165	0.79729228602018	-0.034317696119222	0.999825254749618	0.204064781538131	0.999550711701349	0	1	0.237201883153274	0.31991906294037	0.0579221484821915	0.917073283217376
PFDN2	0.126493989547469	0.681657375552214	0.27163864645422	0.466154162660417	-0.415193392618282	0.377122227511459	0.0259839872982409	0.997206629392131	0.0635534260743849	0.911557974429072	0.172636473443937	0.53619576439797	-0.0265163481845682	0.97940027591506	-0.0139144072521754	0.999825254749618	-0.078893770618826	0.999550711701349	0	1	0.108274516893928	0.867574237191374	-0.00996311694734947	0.99264654850455
PFDN4	-0.0140146712651183	0.978677464551418	-0.0941486028065809	0.889814450046877	0.218764115048701	0.730739257146139	0.245905563073247	0.881316637924891	0.0280180467556171	0.961816712704102	-0.00421200701184334	0.993401624898422	-0.103981529010902	0.903913719965985	-0.0333325566784129	0.999825254749618	0.0589316068698703	0.999550711701349	0	1	0.221864790288085	0.677763105559406	0.414729242091163	0.30632052459031
PFDN5	0.0308191934580339	0.908782185642499	-0.00877419806980134	0.985624330036443	-0.171583919919527	0.58092023833736	0.106924017639	0.918729397608139	0.136162093449497	0.412706272953888	-0.0138939442526913	0.96413150586602	-0.127025373491055	0.684078535784452	-0.0930540762601815	0.999825254749618	0.183195044082269	0.652442705514774	0	1	0.227223652909565	0.320026545683782	0.205674347280566	0.628617550952067
PFDN6	-0.0185322617384564	0.967535565723834	0.0786199780023503	0.890892412892572	-0.154474436070899	0.734077428627469	0.0128285995864288	0.997206629392131	0.0399477165927879	0.917505198591455	0.0948086243368141	0.759298171607252	-0.376406827190811	0.108871893365405	0.108955496444432	0.999825254749618	0.123608927840753	0.999550711701349	0	1	0.197645636591361	0.448268864186672	0.225967276389917	0.648064612717889
PFKFB1	-0.169262356659818	0.521407935335336	0.00946941034885325	0.993770930478064	0.101715180991482	0.884010165183219	-0.0686392986759519	0.987315708519285	-0.0201483537964591	0.966527289140676	-0.105712540541424	0.607522490343223	-0.02463044333798	0.978248754591913	-0.244262184690479	0.98360580582311	-0.0339684269535789	0.999550711701349	0	1	0.00273266509337373	0.994879094415379	-0.339963914514714	0.123328467479677
PFN1	0.0468630562172539	0.799106004000785	0.0762874016357051	0.755309272677836	-0.081453893257731	0.843592655712917	0.0461342205334497	0.992373015805253	-0.242233000902961	0.131297126041874	0.300799702784047	0.0945871321443733	-0.0198131215851575	0.978368083444169	-0.220965820475104	0.815785335518236	0.278364401526416	0.501131451057453	-0.107628577952317	0.949422754724211	0.0890461570656248	0.7413738994529	0.150129562399006	0.643342124636296
PGAM1	0.182739399989263	0.301401444318434	0.103549346633264	0.783222208800808	0.0554135520647275	0.927513519469365	-0.180320172583182	0.896322627815809	-0.021553038181053	0.965596078751962	0.212711348698768	0.421493030565177	-0.0336577242443971	0.959082695195466	-0.00226942653376497	0.999825254749618	-0.220467721723953	0.999550711701349	0	1	0.100643147633254	0.759279385273046	0.00871435091349218	0.988628846937881
PGAM1P5	0.0866148599100563	0.843982712512545	0	1	-0.196413574560342	0.856689638589559	-0.259463654244702	0.953872558657027	0.194488819507991	0.796867211120792	-0.293879066142654	0.540306935150955	-0.0470086389522683	0.978232952458934	-0.05016393741579	0.999825254749618	-0.0481399242551813	0.999550711701349	0	1	-0.586641734980594	0.33807618470282	-0.170806813710382	0.88185178206009
PGAM2	0	1	0	1	0	1	-0.374769699252661	0.995630381351448	6.53753357223189	0.0234729642830044	-5.98915769170452	0.167585355939088	0	1	0	1	0	1	0	1	0	1	0	1
PGAP4	0.411715412584461	0.475985910087716	0.277639724696379	0.781533079419231	-0.10100686999835	0.956207816858126	0.316731718345843	0.927908279284774	0.0202368470678642	0.987534113520729	0.173506520975167	0.82529570087023	-0.215375370491689	0.867533941302047	0.257303404740476	0.999825254749618	-0.57138191179702	0.926275409797849	0	1	0.205624593498141	0.829602815212869	0.324831926832755	0.548633901090764
PGBD2	-0.129092772406734	0.185793418157845	0.016264362363843	0.968105906237116	-0.107214620709721	0.72829815829712	-0.0736520998641198	0.975213427203528	0.00505857721401911	0.990856368457742	-0.059940923107226	0.836168771129199	-0.100402695867255	0.838374174160598	-0.18987164274845	0.999825254749618	0.0412119717332437	0.999550711701349	0	1	-0.0600074095471166	0.892647754776943	-0.197448820792658	0.546397548075676
PGK1	0.0286425221038779	0.92288520983441	0.10859722069847	0.673784569125665	-0.0760166316099153	0.782428728772224	0.0418073507752584	0.98999016714613	0.157287019129873	0.314344225605803	-0.00992533168026339	0.974525882487305	-0.0715870409042169	0.811931561331976	0.0579954341701555	0.999825254749618	-0.0129266266910346	0.999550711701349	0.107634695684016	0.927712887085685	0.0444948407998174	0.868107344512018	-0.0524233510687203	0.797416783785477
PGLS	0.0582357441749854	0.801508552562959	-0.00994116854028092	0.987942950693467	-0.147690171595157	0.694163531801364	0.0704597210570567	0.982995898930407	-0.0786879751718652	0.823156241941296	0.0745112758376878	0.82045662573941	0.0510028488980287	0.932815882700257	0.0316629990454238	0.999825254749618	0.125127833499499	0.999550711701349	0	1	0.166200135646376	0.575099381389229	-0.0375699298627959	0.95481893239797
PGM1	-0.0778659626858229	0.602577996992701	-0.00836494872842156	0.984585761264182	-0.270932667278569	0.217004812006255	0.037069322266823	0.993540231376518	0.108795438111897	0.61269665629563	-0.116258992967911	0.478188922532382	-0.106259453751609	0.511522071540024	0.0644402703987118	0.999825254749618	-0.118638834814029	0.999550711701349	-0.0265288644939155	0.985880983543771	0.0714841067718866	0.833730377381042	-0.218806772539082	0.269659244090109
PGM5P2	-0.00139601169440754	0.995875472793094	-0.136208743569737	0.567067292315462	0.0425257697579986	0.927513519469365	0.0642663923477211	0.982995898930407	0.0454468558242909	0.88473281353511	-0.267530891305996	0.0776365302843233	0.137949013605301	0.609175658473257	-0.106250237651334	0.999825254749618	0.0151384906503872	0.999550711701349	0	1	-0.16814181604901	0.680772754321282	-0.176181535408763	0.816701606049008
PGP	-0.0350457428192452	0.949895556741075	0.333357729495361	0.269650642849531	0.0358843697671732	0.966031992950321	-0.061684470788208	0.994292658688173	0.0829892658280314	0.912828577438628	0.14169877268276	0.814078527984914	-0.278354433745492	0.681432791327845	0.38093619489658	0.914557117518465	0.139122420577049	0.999550711701349	0	1	0.145595803128841	0.83751167484298	-0.0942366032350471	0.907602611552748
PGPEP1	-0.108418526030727	0.525483521741807	-0.182113947997667	0.460280876206332	0.346848647522802	0.037167136053993	0.0250915847825868	0.995630381351448	-0.0364792686854443	0.934517868946909	-0.0603904833355952	0.816023821907413	-0.194968294752732	0.515879218751761	-0.0190726141510125	0.999825254749618	0.186761703800604	0.9687925417414	0	1	0.0554199599206269	0.875317595409815	-0.153211919373749	0.567482042091749
PGS1	-0.0585854778699156	0.843894414225618	-0.109040673676617	0.778164287310243	0.104100140145644	0.808847449681962	0.0795844975457921	0.970268115550373	-0.047961515149055	0.874547110850377	-0.118798504225208	0.590241928647684	0.0599775354097566	0.930461453130532	0.0568197043120804	0.999825254749618	0.00477121381615741	0.999550711701349	0	1	-0.166700261562083	0.4561543277009	-0.0223036053262456	0.966734015384332
PHACTR2	0.184199047359801	0.0959578530855625	0.0195350321222216	0.967931754388227	0.0305624681206671	0.951555492320259	0.0621126902669267	0.971221404172331	-0.0148848755848923	0.970828875303332	-0.0446842036613676	0.920101050676512	-0.0677682584483002	0.930907036073799	-0.0139002394471141	0.999825254749618	0.124469576379237	0.999550711701349	0	1	-0.0507406147743683	0.891406507132658	0.121359402119151	0.606447580051447
PHACTR4	-0.0878785305687603	0.488431676769952	-0.00666840542503716	0.990793089789617	0.0198974957693685	0.966031992950321	-0.139936088317168	0.679808742425259	-0.014733590979555	0.949133644451754	-0.00882117425728119	0.97757158637604	0.091288379992294	0.798997100464387	-0.158265683227006	0.933269830189455	-0.0974403719425909	0.999550711701349	0	1	-0.124450096537272	0.535495579749354	-0.122814757894381	0.479703087874747
PHB1	0.0569203427447715	0.745178808904301	0.059672199715806	0.849114964657966	-0.213223000258107	0.3503124752682	0.0144054493722639	0.997206629392131	0.0559185894800998	0.882313268798652	0.0394495802240734	0.896581774571444	-0.112455879961681	0.697619523410323	-0.0300714079702115	0.999825254749618	0.108512162081239	0.999550711701349	0	1	0.139387105341404	0.666667701790823	0.0423541871324155	0.93503025380929
PHB2	0.00346831502484854	0.992532538954041	-0.0503344314721008	0.929800680315627	-0.225371554446196	0.508936856346793	0.109991981841767	0.930886717757796	0.0763311175254403	0.755988824730172	0.157499164224489	0.556762309718434	-0.193453812689507	0.571433690324739	-0.0897870590880607	0.999825254749618	0.02671148418767	0.999550711701349	-0.08719920290035	0.96823783817662	0.0458279502664818	0.934657902620761	-0.00954640467991566	0.99264654850455
PHC3	-0.0823959947630756	0.562085395103293	-0.103407371397217	0.567067292315462	0.214922997692666	0.261734311063769	-0.0041525790210586	0.998761269504433	-0.0283339249013737	0.923722230990903	-0.0190477109424001	0.93029126430758	0.146552530538789	0.540995406104437	-0.128885206700608	0.999825254749618	-0.149950007009956	0.998646860383435	0	1	0.0128200943033079	0.968749227573877	0.1202162184221	0.462363478921583
PHETA1	-0.0862876850021678	0.794535144223647	-0.17390450398615	0.7089372557224	0.0772694199578747	0.892204939123829	0.0636273825573628	0.982995898930407	0.130641937303599	0.600896088942873	-0.10364105162285	0.776926209328553	-0.0715777959744614	0.923903117305032	-0.0870040897974079	0.999825254749618	0.0586670722990817	0.999550711701349	0	1	-0.0134759492393534	0.987071176909129	-0.215422351603215	0.518562824890975
PHETA2	0.401270787836162	0.308293206162567	0	1	-0.145370690738328	0.912558214066882	0.123062529710767	0.987315708519285	0.222393026658383	0.659343712626538	0.0493325845686722	0.956885811184047	0.402813968543429	0.645511489161641	-0.212994077118916	0.999825254749618	-0.215998378360134	0.999550711701349	0	1	0.296665448663799	0.564399089269393	0.271823648684333	0.576426495477305
PHF12	-0.0777240289257291	0.740722176909638	-0.0952566414078091	0.748986320890271	0.24163100081923	0.415612499034795	0.0787367063587944	0.982878906389595	-0.125017622768827	0.662966849883754	-0.007898014094598	0.979773653512631	-0.0167081215673435	0.980622131263116	-0.11635282695399	0.999825254749618	-0.0134657405371065	0.999550711701349	0	1	-0.0172970849167572	0.965453587814709	-0.134474598803059	0.532717709463195
PHF19	0.284935114691254	0.266727572550567	0.0167294939131417	0.985779604431215	0.361599489183465	0.3820429975791	-0.00755076158778937	0.999035614960049	-0.0294363237375187	0.964560156259987	-0.0302932241347592	0.96841776821035	0.234191440962973	0.804969565122415	0.377248276277987	0.986778374076059	-0.113014159576311	0.999550711701349	0	1	-0.0710492836546012	0.895111308853233	0.19763503429243	0.618544542956094
