nes_NAS_1_vs_NAS_0	fdr_NAS_1_vs_NAS_0	nes_NAS_2_vs_NAS_1	fdr_NAS_2_vs_NAS_1	nes_NAS_3_vs_NAS_2	fdr_NAS_3_vs_NAS_2	nes_NAS_4_vs_NAS_3	fdr_NAS_4_vs_NAS_3	nes_NAS_5_vs_NAS_4	fdr_NAS_5_vs_NAS_4	nes_NAS_6_vs_NAS_5	fdr_NAS_6_vs_NAS_5	nes_NAS_7_vs_NAS_6	fdr_NAS_7_vs_NAS_6
MAX	1.69827869646119	0.272550217692941	-0.380314128057229	0.928846269587052	-0.155920575352979	0.978420451943337	0.774890866102224	0.634888284869738	1.3686396548096	0.334973377952342	-1.26331541781658	0.962321347823288	0.990065778614639	0.656638640180746
MAZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MBD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MBD2	-0.93704335896002	0.595839206372512	-0.502718591456702	0.928846269587052	-0.31437248872154	0.978420451943337	-0.321796191272616	0.858853929907223	1.38836116496581	0.333761902477117	-0.78730382299106	0.962321347823288	1.04568216173166	0.626611661051698
MBD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MECOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MECP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED12	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED15	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED23	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED26	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEF2A	1.37019220366056	0.390245708172099	2.10727927335103	0.386027167741985	-4.27814908488474	0.00217664129088719	2.11681577121794	0.1181736916403	-0.47717593590721	0.797517719426363	-0.230870406908547	0.976172081720909	0.300848116205232	0.918622410979011
MEF2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEF2C	-0.704923901738233	0.721286392142207	1.63832703943565	0.532105822667991	-4.0561513068694	0.00384137203201646	1.47978468749201	0.311582480475183	0.768501436298516	0.634445571459964	-1.51761855738797	0.962321347823288	-0.727089881392093	0.739153953325006
MEF2D	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEOX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MESP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MESP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MGA	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MID2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIER1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MITF	0.36167982228392	0.89120210730484	1.47254582493899	0.597746905470603	-0.173896074162361	0.978420451943337	1.37377160921537	0.344067687736911	0.846718429206694	0.588090585930799	-1.27736193526665	0.962321347823288	0.560286840518557	0.815279498415149
MIXL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MKX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLXIP	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLXIPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNT	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRTFA	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSGN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTA1	1.5818878350432	0.305645369430874	-0.748952229261002	0.866939600902105	-0.171700547333306	0.978420451943337	1.86898404993891	0.177942284199462	1.40462346378867	0.327352094336145	1.49740818174643	0.962321347823288	1.3376512941186	0.509040346928111
MTA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MUC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYB	1.76897088119127	0.262973920662313	2.58627820617868	0.203739033538718	-0.810029660508242	0.978420451943337	2.71233325128058	0.035075977937431	2.84859139847116	0.0247413609178458	-0.102103687793244	0.984194289847463	1.59403813267228	0.382451510204153
MYBBP1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYBL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYBL2	-0.0105276124350224	0.991600335732937	-0.0288751823231407	0.989106451184781	0.280270429974075	0.978420451943337	-0.230229451865827	0.895440821015393	0.730705745924109	0.654637908341871	-0.415658837443613	0.976172081720909	1.87637131302003	0.327113722404807
MYC	2.01777629847328	0.201146197857909	-0.395889514399245	0.928846269587052	1.86673795207039	0.978420451943337	0.419501750573425	0.809050510638361	3.57101172519985	0.00304239810870945	-1.33695751111769	0.962321347823288	2.86190806009733	0.101868771375584
MYCL	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYCN	3.68583181981368	0.00351053560082455	-1.33324964722327	0.638574620997521	0.364233259423194	0.978420451943337	3.59975887405039	0.00426380901693515	1.60949654186386	0.268055455547507	-0.6666289898695	0.962321347823288	1.82264295550886	0.328877210694955
MYF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYF6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYOCD	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYOD1	1.46951522298946	0.348715151238231	3.09976916323013	0.089476240858631	-3.23180665155341	0.0710384241428757	0.79564631333526	0.62713945694563	-0.435951566060923	0.797517719426363	-0.690349848736814	0.962321347823288	0.676857646741093	0.766139087023093
MYOG	-0.505171118882118	0.841510651292131	1.81179577009809	0.505123290570153	-4.60696495949639	0.000943840178555777	0.725007381950012	0.659825444526525	-1.01908933547206	0.487569099906934	-1.16829684159468	0.962321347823288	-0.407782259761516	0.872227334258624
MYRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYT1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NACC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NACC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NANOG	0.558818370860821	0.812196813485095	0.406570223088316	0.928846269587052	-0.0683789537772499	0.978420451943337	1.56203856831731	0.293789533970787	-0.205487439630705	0.912222607134308	0.177119880155233	0.976172081720909	0.827864496885391	0.719004680921682
NANOGP8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOA1	1.63947583075596	0.288362719141774	-2.12511394685239	0.386027167741985	0.886225282005687	0.978420451943337	-0.0719836726733233	0.963469213438339	-0.691294289601217	0.666844163916265	1.50705661530221	0.962321347823288	-0.320280572261895	0.918622410979011
NCOA2	0.391860056968368	0.882604054841882	-0.647711376810195	0.875714041485287	-0.0952301343352063	0.978420451943337	-1.26686898720504	0.376203922371584	-0.732155085884685	0.654637908341871	1.72771435157073	0.962321347823288	-0.140888810549695	0.945245380690548
NCOA3	0.910763087608705	0.597993355347939	-0.869805456834165	0.822203281210393	0.738617604783889	0.978420451943337	0.569423075297298	0.714429092639558	0.955645384693157	0.525953549883092	1.07982904225255	0.962321347823288	1.04467996267034	0.626611661051698
NCOA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOA6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOR1	0.116144194556435	0.951747600489646	1.56777287163737	0.555832123856062	-0.158969111852537	0.978420451943337	-0.365505546779694	0.838089185259883	-0.309274324741139	0.852298695098072	0.978071417545872	0.962321347823288	-0.252866612459068	0.93233114259575
NCOR2	-0.975670134069675	0.576148924685155	-0.754978994467517	0.866939600902105	-0.237337134787048	0.978420451943337	-0.280894528652559	0.867796148083194	-2.94459200124151	0.0196581478565573	1.27094082414195	0.962321347823288	0.313721220282431	0.918622410979011
NDN	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD1	0.291472158268166	0.894620322355657	-0.178989036847557	0.966397351123826	0.774624923410223	0.978420451943337	0.00565513189990039	0.996311511150537	-0.616907393538195	0.701216565363135	0.293061885794957	0.976172081720909	-0.314799139095835	0.918622410979011
NEUROD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFAT5	0.567195605799058	0.812196813485095	2.44626407355088	0.222291659284288	1.12357156171564	0.978420451943337	0.108232824685901	0.946593465223415	3.93166244404618	0.000927965094843745	-0.538888084885658	0.976172081720909	2.02354807612124	0.283910036422302
NFATC1	-0.305709576583217	0.89321949000788	1.5144915894631	0.588376047833546	-2.10447108042054	0.931244946489854	1.98708000875457	0.144493676179894	3.1500448021784	0.0107741981529328	0.565818787143989	0.976172081720909	1.37766042683999	0.498451073957076
NFATC2	0.502023984678931	0.841510651292131	1.07678110562257	0.747638319304483	-0.664633627262259	0.978420451943337	1.92960704114167	0.15890296235112	3.79593373584408	0.00137075385317744	-1.58949527361286	0.962321347823288	0.231719467263904	0.934012946785217
NFATC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFATC4	1.74835705815692	0.265327321952192	-1.33882015106979	0.638574620997521	-1.18773250089158	0.978420451943337	2.49335813739692	0.0583685512629029	-0.262976696881032	0.880208330841462	0.0892685724516442	0.984194289847463	0.416762021842008	0.872227334258624
NFE2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFE2L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFE2L2	0.226223456815372	0.902409652210158	0.445898203294703	0.928846269587052	1.43269225779885	0.978420451943337	0.609342127296904	0.69210368066977	-0.440569494071726	0.797517719426363	2.19644633800561	0.766817529939942	1.68819147862748	0.36392249180978
NFE2L3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFIA	-1.10403363883803	0.518938700735298	-0.706735414088237	0.870022825574295	0.404908325824504	0.978420451943337	-1.46446353970183	0.317774568304416	0.707431331388219	0.660010725865446	-0.734798574263347	0.962321347823288	-0.141598643160665	0.945245380690548
NFIB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFIC	-0.30650129577431	0.89321949000788	-2.11738108834394	0.386027167741985	0.954376771854096	0.978420451943337	0.681526326734566	0.669411677090801	0.0499782428430747	0.990144092794533	0.944751112835345	0.962321347823288	-0.0321908442339121	0.975682487540342
NFIL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFKB	4.35442542743891	0.000476023301377026	1.10288193499694	0.742715710602772	-0.281982863369709	0.978420451943337	4.09300128774553	0.00089423324505786	7.25525353235528	2.31525624084424e-11	-1.08978675195877	0.962321347823288	2.83108331144426	0.101868771375584
NFKB1	3.68682693950955	0.00351053560082455	1.87155752671837	0.501782119125467	-0.81735167619349	0.978420451943337	5.57823877818596	2.80625721141531e-06	9.00626984230664	4.92455505264816e-17	-0.764484586400914	0.962321347823288	3.76611215069964	0.0095754890632392
NFKB2	2.42207035051849	0.0952947770758617	2.51408640509047	0.222291659284288	-0.969352480346845	0.978420451943337	2.86339667663982	0.0258952334859982	4.21425555669433	0.000321607700454434	-0.090734999244441	0.984194289847463	2.13082356513803	0.258397211361678
NFKBIB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFKBIE	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFKBIZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFYA	2.07107170853026	0.180802734883422	-0.849507542065165	0.830757764069784	1.57073460051007	0.978420451943337	2.9512347588337	0.0215038073732822	-0.795774272789985	0.619142831778584	1.08777179989599	0.962321347823288	1.49635503372004	0.431442246070823
NFYB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFYC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NHLH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NHLH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-1	2.13847099665038	0.157280060027101	0.337603866450077	0.928846269587052	1.16539570435372	0.978420451943337	1.18302630959379	0.423045646177777	-0.248883821200597	0.886127734039247	1.5365682260021	0.962321347823288	-0.575659890631528	0.815279498415149
NKX2-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-5	0.224763235335369	0.902409652210158	0.382754883444042	0.928846269587052	-2.81241538824111	0.212632362727338	0.876191630471578	0.590562919327179	-1.04030903578065	0.478356640880487	-1.07789220800242	0.962321347823288	-0.947161625360785	0.666903651334643
NKX2-6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX3-1	1.96413748358169	0.204245870150184	0.143505745228304	0.966397351123826	1.43303365705627	0.978420451943337	2.13865514084767	0.115370669129547	-0.189408666036043	0.921584296234363	0.72053193503685	0.962321347823288	0.0781662693857629	0.966998786558451
NKX3-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX6-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX6-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX6-3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NME2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOBOX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NONO	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOTCH1	0.762457927256983	0.681257842626825	1.26823616920727	0.681127495389319	-1.00489291650268	0.978420451943337	1.28394217283067	0.374036307421575	-0.241191474685039	0.886127734039247	0.172824804197333	0.976172081720909	0.734532795967297	0.737725947668591
NOTO	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR0B1	1.23650658753296	0.442110120316448	-0.336134898671409	0.928846269587052	-0.68529708611116	0.978420451943337	0.727531190025231	0.659825444526525	-1.60761999572956	0.268055455547507	1.35868622246845	0.962321347823288	1.43793782766036	0.451355086267854
NR0B2	-0.0565208056310789	0.971753827626044	1.95954721946833	0.471023142862479	-0.802676895721218	0.978420451943337	1.392259599852	0.341193360816658	3.12675676573519	0.0113412074397761	-1.39541572886658	0.962321347823288	1.29935899151063	0.509040346928111
NR1D1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR1D2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR1H2	1.01746469907464	0.561916443920285	-1.05313757253372	0.767229605413185	-0.4024889894019	0.978420451943337	0.140828620173602	0.935249677246221	-1.27710178840797	0.372494547474144	1.60232185289483	0.962321347823288	0.0812631011111617	0.966998786558451
NR1H3	1.71456925283429	0.269783745018326	-2.03496316232701	0.439473087138069	0.197316784432799	0.978420451943337	0.018684284376335	0.996311511150537	0.469133429096315	0.797517719426363	1.07958428713109	0.962321347823288	1.22239902867657	0.540978198094148
NR1H4	-0.303257574655519	0.89321949000788	1.16349865210479	0.706361169022292	-0.878270218614553	0.978420451943337	-1.67217168591293	0.248037489117606	-0.994771548708034	0.502617322128452	0.457827881818723	0.976172081720909	0.778222138900986	0.735891923977115
NR1I2	0.127030532030167	0.951747600489646	-1.81508262278185	0.505123290570153	1.50824805647764	0.978420451943337	-0.880164373952262	0.590562919327179	-0.468988225417179	0.797517719426363	2.18937570741686	0.766817529939942	0.57706665725896	0.815279498415149
NR1I3	-1.58138493046529	0.305645369430874	0.433343357567506	0.928846269587052	-0.495970395926764	0.978420451943337	-1.35696276765975	0.348079245617874	-0.726391980642338	0.654637908341871	1.19095736312018	0.962321347823288	0.843409634141211	0.717096753647067
NR2C1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2C2	1.90548447047581	0.218360928265795	0.495234822983173	0.928846269587052	-0.0879034896335204	0.978420451943337	2.49053563800378	0.0583685512629029	1.19596070419476	0.408591202632856	-0.826623920158008	0.962321347823288	0.869463196591332	0.705088687947248
NR2E1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2E3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2F1	-0.0468127984232006	0.975329039452681	-0.385574066094768	0.928846269587052	-0.256881054757146	0.978420451943337	0.716254729030213	0.663367704815651	1.52814079835482	0.281180813412216	-0.197547139040999	0.976172081720909	0.0434807681618212	0.973749022275103
NR2F2	0.661834403167991	0.752345314389828	0.446408886917233	0.928846269587052	-0.133645557659636	0.978420451943337	0.22339037556133	0.896426503307891	2.49282865015838	0.0552351455863807	-0.703012287914892	0.962321347823288	0.74982840789888	0.737725947668591
NR2F6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR3C1	-1.80202964776243	0.262973920662313	1.56363298544465	0.555832123856062	-0.138566093709363	0.978420451943337	-3.56710203579738	0.00426380901693515	1.38465324225301	0.333761902477117	-1.09957269964469	0.962321347823288	0.128852656708446	0.947657537956056
NR3C2	0.0209300270154039	0.987576697571317	-0.260858074833012	0.945673464406562	1.43002797429868	0.978420451943337	0.824047178810084	0.610902229530418	2.20422913513287	0.10417052459193	-1.02616454605349	0.962321347823288	1.29121933250462	0.509040346928111
NR4A1	1.00395963546665	0.565179264972514	-1.85923177998815	0.501782119125467	0.212610020308475	0.978420451943337	-0.116953522887699	0.946593465223415	-2.05797798806821	0.136504610907461	-0.107666440632836	0.984194289847463	0.14640593155923	0.945245380690548
NR4A2	-0.874732847956735	0.612341349478121	0.324677986015773	0.928846269587052	-0.0724046308639202	0.978420451943337	-1.59199175054234	0.282163952849537	0.392915026851713	0.81549675609875	0.347636326409145	0.976172081720909	-0.305066371119096	0.918622410979011
NR4A3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR5A1	1.29798506682565	0.409434720234382	0.0975723027047409	0.969269247940633	0.945568683795968	0.978420451943337	0.691813060005894	0.669411677090801	-0.854231143192566	0.585662393360029	-0.328709111922192	0.976172081720909	2.24790395582933	0.24689194511768
NR5A2	-0.600897046111756	0.786129674146181	-1.00956630372635	0.773242128867977	0.990297573482851	0.978420451943337	-1.18165807227982	0.423045646177777	-1.52767911625807	0.281180813412216	-0.0732735031455313	0.984194289847463	0.709812517470497	0.749930732929822
NR6A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRF1	1.35322605934067	0.394681268005356	-1.76754788672679	0.524074569497825	1.43904296031553	0.978420451943337	-0.210098219730521	0.896426503307891	0.0172285513925941	0.991106767733396	-0.853751641977336	0.962321347823288	0.915652889546954	0.686984419324594
NRG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRL	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NSD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NSD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUCKS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUPR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OLIG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OLIG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OLIG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ONECUT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ONECUT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ONECUT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OTP	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OTX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OTX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OVOL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OVOL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PA2G4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARK7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARP10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARP14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARP9	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PASD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PATZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAWR	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX3	2.37637583023324	0.0985054131959196	0.80394934100486	0.844609323686302	-0.558267908999094	0.978420451943337	0.336156902393301	0.850959958907884	0.861231816684526	0.583665569854138	-0.59589380721115	0.976172081720909	1.28004006459065	0.509040346928111
PAX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX5	1.15271482885593	0.489075198329224	1.64638033505632	0.532105822667991	-0.103342445446409	0.978420451943337	1.12151571987624	0.455171438505598	1.04081229183442	0.478356640880487	-0.268987538425563	0.976172081720909	0.890516894082223	0.704618910348326
PAX6	-0.189614460976151	0.917178750614706	-1.24145274846444	0.681127495389319	0.150745453046756	0.978420451943337	2.14705093141962	0.114739241588684	-0.0354760042414329	0.990772283256474	-0.807183568115758	0.962321347823288	1.31949761697703	0.509040346928111
PAX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX9	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PBRM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PBX1	2.77318356351887	0.0493192092326921	-0.835418620708493	0.83623278549262	-0.413808302982841	0.978420451943337	1.65317194460615	0.255127494604921	-0.159294098504359	0.938437145555006	-1.30239967695917	0.962321347823288	1.0411484502338	0.626611661051698
PBX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PBX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PBX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PCBD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PCGF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDX1	-0.324799022951294	0.89321949000788	-0.559869830258391	0.928846269587052	0.139489097937009	0.978420451943337	-1.71560801519319	0.235460274064156	-0.619400789321886	0.701216565363135	0.0370097243961366	0.992111275594177	0.438150270644121	0.872227334258624
PEG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PER2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PGR	0.113632876382496	0.951747600489646	-0.230004970405671	0.959280744243956	1.51343896088491	0.978420451943337	-0.259520843720942	0.878942180961456	0.706290016575213	0.660010725865446	-0.0972897682442064	0.984194289847463	0.158732146078846	0.945245380690548
PHB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHF20	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHF5A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHF8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHOX2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHOX2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIAS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIAS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIAS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIAS4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIR	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PITX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PITX2	1.05025600323541	0.546949183352543	-0.371679619450239	0.928846269587052	1.4796079250862	0.978420451943337	1.5316482209157	0.302247296931256	1.54683025583231	0.280323623403547	-1.05793845503284	0.962321347823288	0.407790452954542	0.872227334258624
PITX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PKNOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLAG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLAGL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLAGL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLSCR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PML	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU1F1	-0.446996907786885	0.863264868530294	-0.945470565591765	0.787729877673241	0.0642497714552007	0.978420451943337	-0.277505214237895	0.867796148083194	-1.97660859573388	0.150981890827152	1.30707045150408	0.962321347823288	0.222985524135257	0.937139431281962
POU2AF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU2F1	0.915302145492428	0.597993355347939	2.85862984514614	0.140406730197145	-0.234961196654011	0.978420451943337	2.69433984146854	0.0358686624680611	1.56381788600563	0.280323623403547	-0.69274811423116	0.962321347823288	1.49749217417085	0.431442246070823
POU2F2	2.40835560363799	0.0952947770758617	0.0644836924261724	0.978228375757783	-0.0940142486002025	0.978420451943337	2.58480674575406	0.04688991622439	3.91636063947841	0.000943905286524974	-1.31937025516958	0.962321347823288	2.15716241511155	0.258397211361678
POU2F3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU3F1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU3F2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU3F3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU3F4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU4F1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU4F2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU4F3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU5F1	-0.782506453311863	0.672716950886853	0.829471065709007	0.83623278549262	1.0488239931661	0.978420451943337	1.30385083000813	0.370272775519231	0.104514319301143	0.962599265619881	0.956845421551085	0.962321347823288	0.175201493427786	0.945245380690548
POU6F1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POU6F2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PPARA	0.640766017760235	0.766872395653447	0.389728248784076	0.928846269587052	-1.56799556199809	0.978420451943337	-2.16100903592553	0.112547018565689	-1.17431330677561	0.417310280199991	-0.436002102095851	0.976172081720909	0.430891894166283	0.872227334258624
